s.no,source,startupName,foundedDate,description,ICB_industry,ICB_sector,startupClassification,groupClassification1,groupClassification2,startupClassification2,groupClassification3,businessModel,keyword1,keyword2,keyword3,city,state,startupStatus,Number of Founders,founder1Name,founder2Name,founder3Name
229,Keyur,Pay Technologies India Pvt. Ltd.,2015,"Pay Technologies India Pvt. Ltd, which owns and operates car pooling.solution and especially targets the office-going crowd.It allows users to build a trusted community of car poolers. Once verified, users can create their trips, and build a community of commuters who stay nearby or work in the same office.",Technology,Software & Computer Services,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2B,Car pooling for office crowds,,,Delhi,,Angel investment,4,Prajwal Zende, Rishabh Sawansukha, Ashutosh Sathe
230,Keyur,Paymango India Pvt. Ltd.,2014,PayMango India Pvt Ltd. develops a mobile marketplace platform for local businesses to manage and market their customer base. ,Technology,Software & Computer Services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Manages and maerkets customers bases,,,chandigarh,Punjab,Angel investment,2,Gajinder Singh,Ram Singal,
231,keyur,Phantom Hands,2014,"Startup to close the security gap by enabling Enterprise Security Operations to be Smarter, Faster, and Stronger. Phantom Cyber orchestrates key stages of security operations from prevention to triage and resolution, delivering dramatic increases in security operations productivity and effectiveness. ",Technology,Software & Computer Services,Technology_,Security & Surveillance Technology,,,,B2B,Security operations,Orchestration,,,,Angel investment,2,Sourab Sathish,Oliver Friedrichs,
232,keyur,Pickingo Logixpress Pvt. Ltd.,2014,"Pickingo is an on demand B2B hyperlocal delivery service. Cutting out the buzzwords, they take care of deliveries for your neighborhood stores. They seamlessly integrate to any merchants’ platform and streamline their delivery operations.",Industrials,Industrial goods and services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B,Delivery service to businesses,,,Gurgaon,Haryana,Angel investment,3,Attul mittal,Piyush sharma,Rahul gill
233,Keyur,Pilani Experts Technology Labs Pvt. Ltd.,2016,"Pilani Experts Technology Labs Pvt Ltd. operates a platform to discover and schedule calls with experts to get advice across various domains. It offers TapChief, a platform that connects individuals in need of advice in a specific domain to individuals who have expertise in the same.",Technology,Software & Computer Services,Consumer_Products_and_Services,Professional Services,,,,B2C,Connects with the experts of various domains,,,Bengaluru,Karnataka,Angel investment,1,Shashank Murali ,,
234,Keyur,Pink Blue Supply Solutions Private Limited,2014,"PinkBlue.in is an integrated supply chain solution for clinical/ medical supplies in India. It brings in thousands of manufacturers and tens of thousands of healthcare institutions into a single e-commerce platform, thereby creating the go-to platform for reliable discovery of better quality products and their best prices.",Healthcare,Healthcare,Health_Tech,Pharmacy & Medical Supplies,,Hyperlocal_and_Logistics,Delivery services and logistics,B2B,Delivery of medical product,,,Bengaluru,Karnataka,Angel investment,3,Arun Sriram,Valliappan Kumarappan,Varun Singh
235,Keyur,Plabro Networks Pvt. Ltd.,2015,"Plabro Networks Private Limited provides a networking and communication application for real estate brokers, property agents, and dealers . It offers PlaBro that offers an engagement platform for real estate brokerage firms, property agents, and property dealers to connect, network, and share information relating to real estate, housing, commercial properties, etc. The company’s PlaBro also enables agents and dealers to share information pertaining to lease, sale, purchase, rent, and other accommodation for commercial purpose. ",Telecommunication,Telecommunication,Real_estate,Property management services,,,,B2B,Networking and telecommunication,,,Gurgaon,Haryana,Angel investment,2,: Aaditya Jain , Pankaj Garg,
236,Keyur,Placard Digital Solutions Pvt. Ltd.,2015,"Placard Digital Solutions Private Limited owns and operates StylFlip, a social platform to sell, shop, and flaunt branded pre-owned fashion. Its platform allows users to buy and sell accessories, bags, shoes, and apparels. ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Fashion,,,,B2C,Fashion app-products,,,Mumbai,Maharashtra,Angel investment,1,Zarik Nabi,,
237,Keyur,PlaceofOrigin,07/05,Place of Origin Sourcing out unique food from its place of origin is our passion.,Consumer_services,Retail,Consumer_Products_and_Services,Food Products,,,,B2B,Food delivery,,,Bengaluru,Karnataka,Angel investment,2,Ashish Nichani,Sudarsan Metla,
238,Keyur,Plexus Professionals Network Private Limited ,2014,"Plexus Professionals Network Private Limited develops PlexusMD, a social network and an online platform for medical professionals and healthcare companies, institutions, and organizations worldwide. It provides a platform for exchange of latest news, information, and research in medicine; for finding and connecting with other professionals and organizations; and for discovering relevant courses and career opportunities",Healthcare,Healthcare,Health_Tech,Healthcare Analytics and Software,,,,B2B,Research on healthcare sector,,,Ahmedabad,Gujarat,Angel investment,1, Rohan Desai,,
239,Keyur,Pramati Healthcare Pvt. Ltd.,2014,Pramati Healthcare Pvt. Ltd. is a leading home health care service providing agency.They help patients by providing care taker at their home.,Healthcare,Healthcare,Health_Tech,"Clinics, Hospitals, and Health Care Providers ",,,,B2C,Provides care taker for patients  ,,,Delhi,Delhi,Angel investment,1,DeepBajaj,,
240,Keyur,PrimeMover Mobility Technologies Pvt. Ltd.,2015,"PrimeMover Mobility Technologies Private Limited provides self-drive car rentals for hourly, daily, weekly, and monthly requirements. ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Borrow and rent goods and products,,,,B2C,Car rental services,,,Gurgaon,Haryana,Angel investment,2,Anupam Agarwal, Karan Jain,
241,Keyur,Prozo,07/05,"B2b e-commerce company for bulk purchase of print books of more than 350 leading publishers through it B2B enterprise app, Prozo Biz.",Industrials,personal and household goods,Internet_marketplace_and_eCommerce,Books and Stationary,,,,B2B,Wholeseller dealing with books,,,Delhi,Delhi,Angel investment,1,Ashvini Jakhar,,
242,Keyur,Qdesq,2015,"Qdesq is a ready to move in office brand that creates delightful office occupancy experience by bringing in standardisation in pricing, features and amenities.",Industrials,Industrial goods and services,Real_estate,"Buy , Rent and Sell Property",,,,B2B,Rental space for business,,,Gurgaon,Haryana,Angel investment,2,Lavesh Bhandari,Paras Arora,
243,Keyur,Qonfuse,2016,"Qonfuse.com is an edtech startup,its an advanced technology to make exam preparation dynamic and organized.",Consumer_services,Retail,Edu_Tech,Training for entrance exams,,,,B2C,Training for competitive exam,,,Delhi,Delhi,Angel investment,1,MaheshGaur,,
244,Keyur,Quickli,07/05,Quickli are transforming the way local goods move around a city by enabling anyone to get any product delivered in under one hour. ,Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Logistics services,Delivery of goods in local city,,Gurgaon,Haryana,Angel investment,2,Sudhanshu Aggarwal,,
245,keyur,Qyk Inc.,2014,Qyk helps in finding quality and affordable local service provider near you.,Consumer_services,Retail,Consumer_Products_and_Services,Servicing,Specialized Consumer Services,,,B2C,Helps to compare and hire services ,,,Bengaluru,Karnataka,Angel investment,4,Shabhit singhal,Sangharsh boudhh,Anubhav sahoo
246,Keyur,Radius Sumer Developers Pvt. Ltd.,2014,Radius Sumer Developers Pvt Ltd provides real estate ownership and development services.,Financials,Real estate,Real_estate,"Buy , Rent and Sell Property",,,,B2C,Real estate,,,Mumbai,Maharashtra,Angel investment,,,,
247,Keyur,Raftaar Technologies Pvt. Ltd.,2015,"Raftaar Technologies Private Limited offer bus transportation services under the brand, rBus.",Consumer_services,Retail,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2C,Local bus service,,,Mumbai,Maharashtra,Angel investment,1,Siddharth Sharma,,
248,Keyur,rBus,2015,RBus is a online AC bus pooling portal for intra-city travel needs. It has buses running on 12 different routes in Mumbai and commuters can pick a route and timing for their travel.,Consumer_services,Retail,Hyperlocal_and_Logistics,"Taxi Services, Automobile pooling & Travel",,,,B2C,Local bus service,,,Mumbai,Maharashtra,Angel investment,2,Siddharth Sharma,Anshul Khandelwal,
249,Keyur,Real Time Networks Pvt. Ltd.,2015,"Real Time Networks Pvt Ltd. operates an android only application that incentivizes users on received calls. It also operates a digital advertising platform for advertisers for brand recall, movies promotion, captive audience, and trade marketing. ",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Advertising,,,,B2B,Digital marketting,,,,Delhi,Angel investment,,,,
250,Keyur,Rejuvenate Solutions Pvt. Ltd.,2014,"Rejuvenate Solutions Private Limited provides home services in India. The company offers services in the areas of home salon, washing machine repair, refrigerator repair, microwave repair, personal computer and laptop repair, car spa, geyser service, air conditioning service, carpentry service, sofa spa, pest control, laundry service, driver on demand, home spa, plumbing service, electrical service, home coloring, and carpet spa aspects. It enables customers to book home services via online. ",Consumer_services,Retail,Consumer_Products_and_Services,Servicing,,,,B2C,Offers home services,,,Mumbai,Maharashtra,Angel investment,1,Amit Kumar,,
251,Keyur,Renomania,07/05,"Renomania is an online destination for home design with the widest range of inspiring pictures, service providers and brands in India.",Consumer_services,Retail,Consumer_Products_and_Services,Furnishings & Home Construction,,,,B2C,Interior designing,,,,Delhi,Angel investment,,,,
252,Keyur,Rentomo,07/05,"Rentomo is a platform that allows users to borrow/rent everyday items they may only occasionally need - like a drill,ladder,camera,bicycle,travel,sports accessories,bag etc. and that to someone among their trusted network",Healthcare,Healthcare,Consumer_Products_and_Services,Servicing,,,,B2B,Rental - products,,,Bengaluru,Karnataka,Angel investment,1,Anshul Johri,,
253,keyur,RentSher Online Rentals Pvt. Ltd.,2014,RentSher is online rentals startup based on sharing economy / collaborative consumption model. Anyone can upload any product to rent out and other can rent in. RentSher manages payment as well as delivery.,Consumer_goods,personal and household goods,Internet_marketplace_and_eCommerce,Borrow and rent goods and products,,,,B2B2C,Rent in and rent out of house hold goods,Rent in and rent out of business products,,Karnataka,Bengaluru,Angel investment,3,Karandeep singh vohra,Abhijith shaha,Harsh Dhand
254,Keyur,Ressy Technology Pvt. Ltd.,2015,"Now keep your wallet and tummy full! Never again pay full price to dine-in, takeaway or delivery at the restaurants that you love. With Ressy’s ultimate location based mobile app you get up to 50% discounts at delicious local restaurants in real-time.",Technology,Software & Computer Services,Fin_Tech_and_Payments,Payments and Wallet,,,,B2C,Helps to get discounts and offers, ,,Pune,Maharashtra,Angel investment,2, Koustubh Rajepandhare,Sagar Patil,
255,Keyur,Retail Labs Pvt. Ltd.,2014,"Retail Labs Pvt Ltd. sells various products online. It offers mobiles and computers, electronics, home and office products, grocery products, cakes and bakery products, wellbeing products, books, and other products ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online marketplace -consumer products,,,Nagpur,Maharashtra,Angel investment,,,,
256,Keyur,Roast Media Pvt. Ltd.,2016,"This page contains the best roasts from everywhere, and features the most awesome ones picked from the Roast app (an app for smart people with smartphones). The page will surely entertain you and enhance that punny and quirky side of yours.",Technology,Software & Computer Services,Media_Advertising_and_Gaming,Media and entertainment,,,,B2C,Entertainment- media,,,,Delhi,Angel investment,,,,
257,Keyur,RoomsTonite,07/05,"RoomsTonite is a mobile-only last-minute hotel booking app that helps customers to book good hotel rooms at great rates. The app enables users to book hotels for the same day, next day and day after tomorrow.",Consumer_services,Retail,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking-hotel,,,Bengaluru,Karnataka,Angel investment,1,Suresh John,,
258,Keyur,Roppen Transportation Services Pvt. Ltd.,2015,"Roppen Transportation Services Pvt Ltd. owns and operates a platform that enables users to book mini-trucks for transportation requirements. It offers logistics handling, order tracking, fleet utilization, van rentals/contract, customer support, and analytic services.",Technology,Software & Computer Services,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,logistics services,Packagers and movers,,Bengaluru,Karnataka,Angel investment,,,,
259,Keyur,Routofy Services Pvt. Ltd.,2014,"Routofy has been created on the philosophy of providing users with a unique and visionary travel experience. Routofy combines flights, trains, buses & cabs to give users a coordinated travel itinerary for their journey. ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Ticket booking,,,,Delhi,Angel investment,3,Abishek Aggarwal,Ronak Gupta,Akash Gupta
260,Keyur,Salebhai Internet Pvt. Ltd.,2015,"Salebhai specialises in providing customers with articles sourced from specific regions. The portal currently delivers food specialities (sweets, namkeen, chocolates, bakery, spices, pickles, beverages, etc.), handicrafts, handloom products, herbal items, and organic wellness products from across the country.",Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,Personal Products,,,B2C,"Online shopping- food, handicrafts ",,,Ahmedabad,Gujarat,Angel investment,2,Vishwavijay Singh,Purba Kalita,
261,Keyur,Saral Designs,2015,"Saral Designs is a product driven start-up with the mission of solving critical problems in the field of menstruation, hygiene and sanitation. We have developed India’s first indigenously designed machine for producing ultra thin sanitary napkins at a decentralized scale",Healthcare,Healthcare,Health_Tech,Healthcare Analytics and Software,,,,B2C,Health care regarding to women issues ,,,Mumbai,Maharashtra,Angel investment,2,Kartik Meta,Suhani Mohan,
262,Keyur,Satvacart Innovative Concepts Pvt. Ltd.,2014,Satvacart is a largest online supermarket,Consumer_goods,personal and household goods,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online shopping- supermarket,,,Gurgaon,Haryana,Angel investment,1,Rahul Hari,,
263,Keyur,SeedLogix Resources India Pvt. Ltd.,2015,Seedlogix Resources India Private Limited operates an online fundraising and crowdfunding platform that enables users to raise awareness about an idea and raise funds to bring that idea to life. The company’s platform facilitates users to run an online campaign focusing on an idea/concept/product, and encourages and enables them to popularize their idea through social media linkages and platforms with their well-wishers and supporters.,Financials,Financial services,Fin_Tech_and_Payments,Crowdfunding,,,,B2B, online fundraising and crowdfunding platform,,Jaipur,Rajasthan,Angel investment,2,Nikhil Agrawal,Manish Harodia,
264,keyur,SeekSherpa,2014,SeekSherpa is a Delhi-based mobile travel marketplace connecting travellers & locals,Consumer_services,Travel and Leisure,Consumer_Products_and_Services,Travel & Tourism,,,,B2C,Travel and tourism,,,,Delhi,Angel investment,,,,
265,Keyur,Sensara,2014,"The best overview of what's playing on TV now ! Our editors look at over 300 TV channels playing in India, and carefully select shows you should not miss.",Consumer_services,Media,Media_Advertising_and_Gaming,Broadcasting,,,,B2C,Broadcasting- TV channels,,,Bengaluru,Karnataka,Angel investment,1,Bharath Kumar Mohan,,
266,Keyur,Sensara Technologies India Pvt. Ltd.,2015,"Sensara India Pvt Ltd, the developer of an app that enables smartphones to function like TV remotes.",Technology,Software & Computer Services,Software_and_Internet_Services,Internet and software development,,,,B2B2C,APP developer in smartphones,,,Bengaluru,Karnataka,Angel investment,1, Mohan,,
267,Keyur,ShadowFax,2015,"Shadowfax is India’s premier delivery infrastructure. Shadowfax partner businesses and enable them to deliver products to their customers – on demand, on time, every time",Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2B2C,Logistics services,Delivery of goods ,,Gurgaon,Haryana,Angel investment,2,Abishek Bansal,Vaibhav Khandelwal,
268,Keyur,Shadowfax Technologies Pvt. Ltd.,2015,"Shadowfax Technologies Pvt. Ltd. provides on-demand food delivery services for local businesses. It also provides its clients with delivery analytics by analyzing delivery data, as well as access to consumer insights. ",Industrials,Industrial goods and services,Hyperlocal_and_Logistics, Food Products,,,,B2B,Delivery of food to business,,,Gurgaon,Haryana,Angel investment,1,Vaibhav Khandelwal,,
269,Keyur,Shipler Technology Pvt. Ltd.,07/05,"Shipler is India’s first reverse auction bidding platform.Which aims to make relocation services across India, easy and comfortable.",Consumer_services,Retail,Fin_Tech_and_Payments,Investment advisory and consultancy and financial consumer services,,,,B2C,Reverse auction bidding,,,Mumbai,Maharashtra,Angel investment,,,,
270,Keyur,Shop Kirana E Trading Pvt. Ltd.,2014,Shop Kirana E Trading Private Limited owns and operates an online platform that connects retailers with suppliers. ,Industrials,Industrial goods and services,Industrial_and_Business_Products_and_Services,Business Support Services,,,,B2B,Connects retailer and supplier,,,Indore,Madhya Pradesh,Angel investment,3,Deepak Dhanotiya,SumitGhorawat,Tanutejas Saraswat
271,Keyur,Shopsity Tech Pvt. Ltd.,2014," Shopsity Tech Private Limited was acquired by Paytm Mobile Solutions Private Limited. Shopsity Tech Private Limited provides a local shopping application. It provides information about fashion stores and malls with photos, offers, and prices. The company’s application allows users to browse by categories, markets and brands, and sizes; provides online checking catalogs; and allows users to check latest arrivals in malls. ",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online marketplace,,,Gurgaon,Haryana,Angel investment,1,Danish Ahmed,,
272,Keyur,SigTuple Technologies Pvt. Ltd.,2015,"At SigTuple, we build intelligent solutions for medical diagnosis using state of the art machine learning techniques.",Healthcare,Healthcare,Health_Tech,Healthcare Analytics and Software,,,,B2B, Medical diagonsis,,,Bengaluru,Karnataka,Angel investment,3,Rohit Pandey,Apurv Anand,Tathagato Dastidar
273,Keyur,SLX Logistics Pvt. Ltd.,2014,"SLX Logistics Private Limited operates an online platform that enables to find physiotherapists and nurses for home services. It enables to find home physiotherapy for physio consultation, neck pain, shoulder pain, back pain, hip pain, knee pain, ankle and foot pain, and RSI, as well as ortho, neuro, and facial rehabilitation; and home nursing for catheter, injection, and drips administration, as well as blood/urine sample collection and BP checkup. ",Healthcare,Healthcare,Health_Tech,Telemedicine and Online health care platforms,,,,B2C,Connects patients and health care services provider,,,Bengaluru,Karnataka,Angel investment,3, Swaminathan Seetharaman,Ganesh Subramanian, Nitin Agarwal
274,Keyur,SmartCooky Internet Ltd.,2015,Smartcooky Internet Limited operates a marketplace for food and personal care products under the brand name Smartcooky. ,Consumer_goods,Food and beverage,Consumer_Products_and_Services,Food Products,Personal Products,Hyperlocal_and_Logistics, Food Products,B2C,Online marketplace - food and personal goods,delivery of food ,,,Delhi,Angel investment,,,,
275,Keyur,Smartivity Labs Pvt. Ltd.,07/05,"Smartivity designs STEM based activity boxes, Augmented Reality learning products and internet-connected toys for kids aged 3 to 12",Technology,Software & Computer Services,Edu_Tech,Educational products and Services,,,,B2C,Learning products for kids,,,,Delhi,Angel investment,6,Tushar A Amin,Ashwini Kumar,Apoorv Gupta
276,Keyur,Smartvizs Pvt. Ltd.,2014,The creators of expansive environments that are interactive and futuristic. We stimulate potential users into experiencing avenues and spaces that haven't been physically built yet.,Basic_Materials,Basic resource,Real_estate,"Buy , Rent and Sell Property",,,,B2B2C,Rental space for business,,,Noida,Uttar Pradesh,Angel investment,1,Gautam Tewari,,
277,Keyur,Sminq India Solutions Pvt. Ltd.,2015,"Sminq India solutions Pvt Ltd. provides an online service to get live availability of popular doctors in Pune, India. It solves the problem of waiting by taking physical queues online; and provides real-time queue information on mobiles. The company also offers mobile apps for individuals",Technology,Software & Computer Services,Health_Tech,Telemedicine and Online health care platforms,,,,B2C,Booking appointments - doctors,,,pune,Maharashtra,Angel investment,5,Niket,Chetan,Santhosh
278,Keyur,Smytten,2015,"Smytten is an online discovery platform for premium products & services. Smytten also offers assisted shopping, and for the more advanced shopper, customised offers and ability to build their own wishlist for regular purchases.",Consumer_goods,personal and household goods,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online shopping,,,Gurgaon,Haryana,Angel investment,2,Swagat Sarangi,Sddhartha Nangia,
279,keyur,SnapShopr,2014,Snapshopr is a visual intelligence platform designed for brands and retailers. Help brands curate and connect UGC content with delightful commerce experiences for their customers.,Technology,Software & Computer Services,Others,visual intelligence platform ,,,,B2C,Visual intelligence platform,,,Karnataka,Bengaluru,Angel investment,3,Vivek Gandhi,Debashish Pattnayak,Navneet Sharma
280,Keyur,Soulmo Solutions Pvt. Ltd.,2015,"Soulmo Solutions Private Limited operates an online platform/mobile application that is engaged in the e-commerce business of providing and facilitating wellness, beauty, salon, and spa services. The company’s Website and application platforms enable customers to book appointments and connect with spas, salons, beauticians, fitness and wellness centers, aesthetics clinics, independent professionals, and other related businesses.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Booking,,,,B2C,Booking appointments -Spa/Salons,,,Gurgaon,Haryana,Angel investment,3,Prateek Agarwal,Saurav Dey,Balaji Srinivasan
281,Keyur,SourceCode Media Pvt. Ltd.,2015,SourceCode Media Private Ltd. publishes news online. It offers information on phones and gadgets for technology consumers, and commentary and stories about companies and people for those working in the business sector. ,Technology,Software & Computer Services,Media_Advertising_and_Gaming,Broadcasting,,,,B2C,Online news publishing,,Karnataka,,Bengaluru,Angel investment,1,Pankaj Mishra ,
282,Keyur,Spiral Content Solutions Pvt. Ltd.,2014,Spiral Content Solutions Pvt. Ltd. operates a content marketplace that focuses on textual content. It engages in sourcing existing content from publishers and making it available for advertisers to distribute on their social platforms.,Technology,Software & Computer Services,Media_Advertising_and_Gaming,Advertising,,,,B2B,Marketing at social platforms,,,Mumbai,Maharashtra,Angel investment,1, Rajan Srinivasan,,
283,Keyur,Splitkart,07/05,Splitkart is a mobile app which works towards enhancing group experience so you don't have to worry about planning or settling of bills.,Technology,Software & Computer Services,Fin_Tech_and_Payments,Payments and Wallet,,,,B2B,Helps to settle all bills ,,,Mumbai,Maharashtra,Angel investment,2,Monojeet Sinha,Sharique Khan,
284,keyur,SquadRun Solutions Pvt. Ltd.,2014,"SquadRun, focus on scaling high-quality data categorization, moderation/ rating, tagging and other data & calling-related tasks for businesses, through our own intuitive mobile-platform used by a qualified distributed workforce.",Technology,Software & Computer Services,Software_and_Internet_Services,Big Data Analytics and Machine learning,,,,B2B,Data catagorization,Moderation/ rating,,,Delhi,Angel investment,3,Kanika Jain,Apurv Agarwal,Vikas Gulati
285,Keyur,Stage 3,2015,STAGE 3 is focused on the design and manufacturing of clothing and accessories. It offers an online platform that enables women to find and rent its products.STAGE 3 offers delivery and return services.,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Borrow and rent goods and products,,,,B2C,Rental - women related products,,,pune,Maharashtra,Angel investment,1,Sabena Puri,,
286,Keyur,StayGlad,2015,Access Beauty Services Anywhere Anytime,Consumer_services,Retail,Consumer_Products_and_Services,Specialized Consumer Services,,,,B2C,Spa/Salons,,,Bengaluru,Karnataka,Angel investment,2,Prateek Jain,Kavish Desai,
287,Keyur,Stitchwood,2015,Stitchwood is an online customized furniture store that empowers you to design and create furniture that fits your requirement.,Consumer_goods,personal and household goods,Internet_marketplace_and_eCommerce,Home and furniture,,,,B2C,Online furniture store,,,Mumbai,Madhya Pradesh,Angel investment,2,Ajit Shegaonkar,Vikas Nair,
288,Keyur,Styledotme Fashion and Lifestyle Pvt. Ltd.,2014,Styledotme is a fashion app that allows users to network of friends and followers along with expert advice. The Styledotme app allows the user to instantly poll with friends and followers and get them to vote on his/her choices.,Technology,Software & Computer Services,Software_and_Internet_Services,Software services for consumers,,,,B2C,Fashion advice App,,,,Delhi,Angel investment,1,Meghna Saraogi,,
289,Keyur,Sunday Realty Solutions Pvt. Ltd.,2015,"Real Estate happens on Sundays.Families, Agents and Developers all come together to find and deliver the dream home.Our suite of seamlessly integrated platforms ensures a better ROI for every Sunday invested.",Technology,Software & Computer Services,Real_estate,"Buy , Rent and Sell Property",,,,B2C,purshase and sale of investments,Real estate,,Mumbai,Maharashtra,Angel investment,,,,
290,Keyur,Super Highway Labs Pvt. Ltd.,2015,Super Highway Labs Pvt. Ltd. provides mobile based minibus services in Delhi NCR.,Consumer_services,Retail,Hyperlocal_and_Logistics,Transportation Services,,,,B2C,Mini bus services,,,Gurgaon,Haryana,Angel investment,1,Amit Singh,,
291,Keyur,Supruk Fitness and Tech Pvt. Ltd.,2015,"Supruk Fitness and Tech Private Limited develops a mobile application for users to create, explore, play, and enjoy sports and fitness activities. The vision of the company is ‘sports and fitness for everyday athletes’The company helps sports and fitness business owners with technology which enables them to manage their business operations regularly.",Technology,Software & Computer Services,Software_and_Internet_Services,Software services for consumers,,Health_Tech,Fitness & Wellness,B2C,Mobile app -wellness and fitness,,,,Delhi,Angel investment,2,Supriya Mamgain,Varoon Kapoor,
292,Keyur,Surfboats Solutions Pvt. Ltd.,2015,Surfboats Solutions Pvt. Ltd. operates an online discovery platform for premium products and services. It ia an online marketplace for all consumer products and services,Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Marketplace,,,,B2C,Online marketplace -consumer products,,,Gurgaon,Haryana,Angel investment,2,Siddartha Nangia,Swagat Sarangi,
293,Keyur,Swiggy,07/05,Swiggy is an Indian-based company that provides a food ordering and delivery solution from the neighborhood restaurants to the urban foodie.,Consumer_services,Retail,Hyperlocal_and_Logistics, Food Products,,,,B2C,Food delivery,,,Bengaluru,Karnataka,Angel investment,3,Nandan Reddy,Rahul Jamini,Sriharsha Majety
294,Keyur,Tangramme Furnishing Solutions Pvt. Ltd.,2014,"Tangramme Furnishing Solutions Pvt. Ltd. owns and operates an online customized furniture store. The company sells furniture for living rooms, dining rooms, bedrooms, and kid’s rooms, as well as restaurant, hotel, and office furniture. It delivers furniture to customers.",Technology,Software & Computer Services,Internet_marketplace_and_eCommerce,Home and furniture,,,,B2C,Online furniture store,,,Mumbai,Maharashtra,Angel investment,1, Ajit Shegaonkar ,,
295,Keyur,Tapcibo Online Solutions Pvt. Ltd.,2014,"TAPCIBO Online Solutions Private Limited develops mobile application to order food. Its products include Dazo, an android platform based mobile application to order curated food. ",Technology,Software & Computer Services,Consumer_Products_and_Services,Food Products,,,,B2C,Food app - ordering food,delivery of food ,,Bengaluru,Karnataka,Angel investment,2,Monica Rastogi,Shashaank Shekhar Singhal,
296,Keyur,TapTap Meals Pvt. Ltd.,2015,TapTap Meals Pvt. Ltd. provides online food ordering services. It offers a food ordering mobile application that enables office goers to order their favorite food from a pre-set menu. The company also provides discounts and express delivery services. ,Technology,Software & Computer Services,Consumer_Products_and_Services,Food Products,,,,B2C,Food app - ordering food,delivery of food ,,Noida,Uttar Pradesh,Angel investment,,,,
297,Keyur,Tavaga,07/05,"Tavaga is here to demystify long term wealth creation and help you work towards your life goals. We bring you personalised investment plans, portfolio ideas from leading professional money managers and powerful market instruments such as ETFs, all the while allowing you to control your money anytime, anywhere",Financials,Financial services,Fin_Tech_and_Payments,Investment advisory and consultancy and financial consumer services,,,,B2C,Investment management platform,,,Mumbai,Maharashtra,Angel investment,5,Nihariko Rao,Arijit Sarkar,Shashi Shekhar
298,Keyur,Techbins Solutions Pvt. Ltd.,2015,"Techbins Solutions Private Limited develops a mobile application that allows users to place orders on various listed merchants or services. It partners with merchants, including mobile recharge, food ordering, house rentals, travel packages, cab booking, grocery delivery, utilities, parlor/saloon, bus ticketing, movie booking, ecommerce, doctors, airline ticketing, furniture rentals, laundry, and ordering medicine for providing services through its mobile application. ",Technology,Software & Computer Services,Software_and_Internet_Services,Software services for consumers,,,,B2C,Connects people and local service provider ,,,udaipur,Rajasthan,Angel investment,,,,
299,Keyur,The man company,2015,THEBETTERINDIA.COM,,,,,,,,,,,,,,Angel investment,,,,
300,Keyur,The Porter,2014,Porter is a on-demand logistics marketplace providing commercial vehicles to customers using an application or through call center.,Consumer_services,Retail,Hyperlocal_and_Logistics,Delivery services and logistics,,,,B2C,Logistics services,Shippers and truckers,,Mumbai,Maharashtra,Angel investment,3,Pranav Goel,Vikas Choudhary,Uttam Digga
301,Keyur,TheKarrier,2015,"Empowering people with the ease of relocating is the core ideology that we, at theKarrier, seek to uphold. Shifting goods from one place to another anytime, anywhere is no longer an ordeal for anyone with swift pick-up available right at your fingertips.",Consumer_services,Retail,Hyperlocal_and_Logistics, Home services,,,,B2C,Logistics services,Delivery of goods ,,Bengaluru,Karnataka,Angel investment,1,Aravind Sanka,,
302,Keyur,Think Sustainable Lab Pvt. Ltd.,2015,Think Sustainable Lab Pvt. Ltd. designs and develops systems for rainwater harvesting and solar electricity generation. ,Technology,Technology Hardware & Equipment,Clean_Tech,Solar energy,,,,B2C,System - rainwater harvesting ,System - solar energy generation,,Mumbai,Maharashtra,Angel investment,2,Samit Choksi , Priya Vakil Choksi,
303,Keyur,Thumbspot Inc.,2014,ThumbSpot Inc. builds and provides an online platform that connects people with the local service providers. ,Technology,Software & Computer Services,Software_and_Internet_Services,Software services for consumers,,,,B2C,Connects people and local service provider ,,,Gurgaon,Haryana,Angel investment,1,Sunil Goyal,,
