startupName,Industry,Sector,investorName,Date,Multiple Angel Rounds,Follow on VC Funding,Exited,City,Region,Website,More Details,
Twigly,IT & ITES,M-Commerce - Consumer Shopping - Food Ordering),"Aloke Bajpai,Others",Nov-15,Yes,None,Non Exited,Gurgaon,North,http://twigly.in/,"Gurgaon-based health food supplier Twigly has raised seed funding of $2,00,000 from Tracxn Labs and angel investors, including Amit Gupta (Co-founder, Inmobi), Aloke Bajpai (Founder of Ixigo), founders of Delhivery, Ashish Kumar (founder of Staybees and Techriti), and partners and employees of SAIF Partners.",
YourDOST,IT & ITES,Online Services (Aggregator - Psychologist),"Aprameya Radhakrishna,Aneesh Reddy,Phanindra Sama,Others",Nov-15,No,None,Non Exited,Bangalore,South,https://yourdost.com/,"Co Name = YourDOST Health Solutions Private Limited YourDOST, an emotional wellness platform, has raised close to $400,000 (INR 2.5 crore) from Phanindra Sama (Redbus Founder), Aprameya Radhakrishna (TaxiForSure Founder), Aneesh Reddy (Capillary Founder) and many seasoned investors like Sanjay Anandaram (Seedfund), Venk Krishnan (NuVentures), etc.",
AlmaMapper,IT & ITES,Online Services (Social Networking - College Students),Oswal Techno Ventures,Oct-15,No,None,Non Exited,Ahmedabad,West,http://www.almamapper.com,"Education technology startup AlmaMapper has raised about INR 2.6 crore in seed funding from Oswal Techno Ventures LLP (OTVL). The Ahmedabad-based company offers a free student utility platform that aims to provide an online ecosystem connecting students, teachers and campuses. With the latest funding, AlmaMapper plans to scale up operations by entering new markets within India and across the world.",
Ample Wholesale,IT & ITES,E-Commerce (Consumer Shopping - Grocery),"Zishaan Hayath,Anupam Mittal,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://www.buyample.com/,"INR 4.25 Cr seed investment for 26.00% stake; Others = Orios VP, Nishant Patni, Karan Rakesh Gandhi, Ashish Goenka, Abhishek Jain;  Post money equity valuation = INR 16.35 Cr.  Investment to happen over three tranches. Tranche 1 (INR 0.40 Cr; 398 CCPS; 3.20% stake) Tranche 2 (INR 1.73 Cr; 1716 CCPS; 14.90% stake post issue) Tranche 3 (INR 2.13 Cr; 2114 CCPS; 26.00% stake post issue)  As on Feb 2016, 2114 CCPS has been issued to the seed investors aggregating to INR 2.13 Cr. So far Orios VP has invested INR 1.90 Cr. Others have invested INR 0.23 Cr.  Pricing details: Seed CCPS = FV Rs 10; Issue Price = Rs 10,053;  In Oct 2015, issue of 1890 CCPS to Orios Venture Partners Fund - I  In Dec 2015, issue of 27 CCPS to Karan Rakesh Gandhi Issue of 98 CCPS to Anupam Mittal. Issue of 24 CCPS to Nishant Patni. Issue of 24 CCPS to Ashish Goenka. Issue of 25 CCPS to Zishaan Hayath.  In Feb 2016, issue of 25 CCPS to Abhishek Jain.  The conversion ratio of the seed CCPS is 1:1; ESOP pool constitutes of 2036 shares.  Co Name = Imli Technology Pvt  Ltd, which operates Ample Wholesale, an online shopping portal for daily and household needs at wholesprices;",
Aznog,IT & ITES,Mobile VAS (Consumer App - VoIP),Indian Angel Network,Oct-15,No,None,Non Exited,Nagpur,West,http://aznog.com,"Alok Agarwal, Harsh Hada and Vishal Khare from Indian Angel Network (IAN) have led an investment in Aznog (formerly known as CalLiberate), an UK-headquartered VoIP (voice-over Internet Protocol) services provider. Aznog mobile app, which allows its users to make unlimited free phone calls directly to mobile & landline numbers worldwide without any credits or subscriptions package. Aznog was originally founded in Nagpur, India in 2012 and relocated to London in July 2015. The app is currently available for download only in Germany and UK, but one can make calls across 20 countries across the globe. Aznog plans to utilise the IAN funds to scale its global infrastructure in order to service more users, besides adding four development professional to the existing five by April 2016.",
Bounty,IT & ITES,M-Commerce (Shopping Offers & Rewards),"Apurva Salarpuria,Kanwaljit Singh,Mumbai Angels,Others",Oct-15,No,None,Non Exited,Bangalore,South,http://bountyapp.in/,"Co Name = Nanolocal Technologies Private Limited                  Bounty, a Bangalore-based nanolocal commerce app, has raised investment from Fireside Ventures, Mumbai Angels and MAPE Advisory Group. The round also saw participation from Basab Pradhan, former Global Head of Sales and Marketing at Infosys and Apurva Salarpuria of the real estate focused Salarpuria Group. Investors from Mumbai Angels included Bharat Devanathan, former COO of Groupon APAC. The 7-month-old startup will use the funds for expanding to other cities, adding new retail categories and enhancing the product and technology stacks.",
Frsh,IT & ITES,Online Services (E-Commerce - Consumer Shopping - Food Ordering),"Mumbai Angels,Others",Oct-15,Yes,Obtained,Non Exited,Gurgaon,North,http://frsh.co.in/,"Frsh.com, an on-demand meal service providing platform, run by Gurgaon-based Fingertip Foods Pvt Ltd, has raised $1 million as a bridge round from Mumbai Angels, Mayank Bhangdia (co-founder of Roposo) and the companys existing investor Kae Capital. The funding will be used towards expansion of its service in Mumbai and Bangalore over the next three months.",
iBus,IT & ITES,Communications Tech (In-Building Services),"Mohandas Pai,Others",Oct-15,Yes,Obtained,Non Exited,Bangalore,South,http://www.ibusnetworks.com/,"Ibus has got investment from Sanjay Kapoor, ex-micromax Chairman  and Mr. Mohandas Pai and Cipher-Plexus Capital Advisors. Sanjay  Kapoor has been inducted as a Chairman of the company where as Mohandas  Pai will be an advisory board member. Ibus is a provider of connectivity solutions inside the buildings. It not only provides for “Talk solutions” but data, proximity marketing as well as building  management solutions using proprietary technologies. Its target clientd include major malls, hotels,  commercial premises, hospitals etc. are clients for IBus. Ibus is promoted & led by Ram Sellaratnam, Subhash Vasudevan and Sunil Menon who bring many years of operating experience from the companies like Infosys, Airtel, Essar , etc.",
Inayo,IT & ITES,Mobile VAS,"Kemark Ventures,Amit Ranjan,Zishaan Hayath,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://www.inayo.in/,"Mumbai-based on-demand healthcare marketplace, Inayo has raised $300,000 in seed funding. The investors who participated in the round include Amit Ranjan (Founder, SlideShare); Kemark Ventures; Zishaan Hayath and others. Inayo was started by Raunak Jain, CEO (ex Flipkart, Toppr, IITB), Abhishek Sinha, COO (ex Housing, IIMB) and Purna Chandra, CTO (IITB).",
Jiyo Natural,Food & Beverages,"Catering (Food Delivery - To Office Workers, Homes)",Indian Angel Network,Oct-15,No,None,Non Exited,Bangalore,South,http://www.jiyonatural.com/,"INR 3.5-Cr investment by IAN. Jiyo Natural, a Bangalore-based food tech start-up that sells personalised calorie-monitored and chemical-free food, has secured funding from Indian Angel Network (IAN). Rajiv Mehta and Sumit Dhingra, who led the funding round, will join the board of the company. The funding will be used towards expansion of operations to Mumbai, Pune, Delhi-NCR, Chennai and Hyderabad, after expanding reach within Bangalore and also towards marketing, technology and infrastructure. Law firm NovoJuris advised Indian Angel Network on the deal.",
LetsVenture,IT & ITES,"Online Services (Utility - Funding Platform - Angel, Seed Capital)","Mohandas Pai,Singapore Angel Network,Girish Mathrubootham,Kunal Bahl,Rohit Bansal,Sunil Kalra,Anupam Mittal,Others",Oct-15,Yes,Obtained,Non Exited,Bangalore,South,https://letsventure.com/,"Accel Partners and People Groups Anupam Mittal have led an investment in LetsVenture, an online funding platform that helps early-stage investing in India. Other investors included Nandan Nilekani, Kunal Bahl and Rohit Bansal,  Rishad Premji, Girish Mathrubootham, Mohandas Pai and Times Internet, Singapore Angels and IDG Ventures India were also among the 18 investors who participated in the fund-raising exercise.",
(LiftO),IT & ITES,Mobile VAS (Utility - Ride Sharing),"Amith Aggarwal,Dheeraj Mehta,Rajesh Bhatia,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://lifto.in/,"LiftO, a mobile platform for ride-sharing, has raised $130K (INR 85 lakh) in angel funding. Rajesh Bhatia, promoter of Tree House, Dheeraj Mehta, fund manager with Temaesk, Amith Aggarwal, promoter of Staragri Warehousing and the Gupta family from OM Logistics are among the list of investors which include promoters of established listed & unlisted companies, private equity fund managers and other corporate executives.",
(Medd),IT & ITES,Online Services (Marketplace - Diagnostic Tests),Ajeet Khurana,Oct-15,No,None,Exited,Mumbai,West,http://www.medd.in/,Healthcare aggregator,
Origa,BFSI,Leasing,"ah! Ventures,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://origaleasing.com/,"Co Name = Origa Renting Private Limited. Origa Leasing, an asset financing company has raised INR 7 crore from ah! Ventures, 500 Startups and other investors. Both ah! Ventures and 500 Startups invested in ORIGA through the CLUB ah! Platform. Origa Leasing provides alternative financing through its asset leasing solutions to high growth companies across segments such as healthcare, sanitation, waste management, alternative energy, manufacturing and service oriented businesses.",
Primaseller,IT & ITES,Enterprise Software (SaaS - DIY E-Commerce Platform),Mumbai Angels,Oct-15,Yes,Obtained,Non Exited,Bangalore,South,https://primaseller.com/,"Primaseller, a SaaS-based order fulfilment platform owned and operated by Bangalore-based Omnichanneler Technologies Pvt Ltd has secured funding from Mumbai Angels. Primaseller claims to have over 500 sellers using the platform for multiple online carts as well as physical stores.",
Quifers,IT & ITES,Enterprise Software (SaaS - Logistics),"Indian Angel Network,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://www.quifers.com,"Mumbai-based Quifers, a tech-driven logistics company has raised INR 2 Cr led by Indian Angel Network (IAN) and consumer internet and media platform Smile Group. The funding is expected to be used for expediting business expansion to other cities, enhancing the technology platform of its products & services and hiring resources to strengthen the team.",
Quintype,IT & ITES,"Enterprise Software (Computer Vision, Artificial Intelligence",Quintillion Media,Oct-15,No,None,Non Exited,Bangalore,South,http://www.quintype.com/,Data-driven publishing company Quintype has raised $3.25 million in a funding round led by former CEO of Network18 group Raghav Bahl. The funding will be used to grow the product engineering and sales teams in the US and Bengaluru,
RepUp,IT & ITES,Enterprise Software (Travel - Hotels - Reputation Management),Sanjay Mehta,Oct-15,Yes,None,Non Exited,Gurgaon,North,http://repup.co/,,
SigTuple,IT & ITES,Enterprise Software (Saas - Data Analytics - Healthcare),"Binny Bansal,Sachin Bansal,Others",Oct-15,No,Obtained,Non Exited,Bangalore,South,http://sigtuple.com/,"Others = Accel India, Nirupa Bareja, Ashok Kumar, Debanjan Mukherji & Bijali Mukherji.  INR 4.81-Cr. Accel India via Accel India IV (Mauritius) Ltd invested INR 1.3-Cr. Others invested INR 3.52-Cr. Pricing Details: Seed CCPS = FV Rs 10; Issue Price = Rs 5506.36; Issue of 2360 CCPS to Accel India IV (Mauritius) Ltd. Issue of 6384 CCPS to others. The initial conversion ratio for the series seed CCPS is 1:1. Co Name = SigTuple Technologies Pvt Ltd. Target provides Big Data Analytics in the medical diagnostics space.",
(Tavaga),IT & ITES,Mobile VAS,"Utsav Somani,Ashish Goenka",Oct-15,No,None,Non Exited,Mumbai,West,https://tavaga.com/,"App-based investment management platform Tavaga has raised an undisclosed amount in seed-round from angels through TracxnSyndicate, an online angel network launched by Tracxn labs in Bangalore in July 2015. Investor Ashish Goenka, chairman and managing director of Suashish Diamonds, will be joining the board of Tavaga.",
Zophop,IT & ITES,Mobile VAS (Marketplace - Public Transportation),"Vikram Chachra,Anupam Mittal,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://www.zophop.com/,"$450K. Others = Amit Singhal (Google), PK Gulati, Hero Choudhary (portfolio manager, J Goldman & Co), Jeenendra Bhandari (partner, MGB & Co), Satyan Gajwani (CEO, Times Internet) and six unnamed investors.  Mumbai-based Zophop combines availability of buses, trains, metros and Uber cabs with predictive analytics to provide the fastest and cheapest way of reaching the destination.",
(ZuperMeal),IT & ITES,Mobile VAS,"Sanjeev Kapoor,Others",Oct-15,No,None,Non Exited,Mumbai,West,http://www.zupermeal.com,Mumbai-based home cooked food delivery company Zuper Meal Pvt. Ltd has raised $2 million in funding from chef Sanjeev Kapoor and other angel investors.,
Amigobulls,IT & ITES,Online Services (Personal Finance - Content - Stock Market),"Singapore Angel Network,Sharad Sharma,Sunil Kalra,Seeders,Others",Sep-15,No,None,Non Exited,Bangalore,South,http://amigobulls.com/,"Amigobulls, a platform for stock market news, views and analysis videos, has raised seed funding on the LetsVenture platform. The deal was led by Sharad Sharma, co-founder of think tank iSPIRT and Vijay Anand, VP and Managing Director at Intuit India. Vijay Anand will be joining the board of directors. The other key investors in the round include Mohandas Pai, ex Infosys CFO, Pallav Nadhani of Seeders/Fusion Charts, Singapore Angels Network, the GP group of Thailand and others. The funds will be mainly utilized to build mobile platforms and strengthen the network of video bloggers.",
Brigge Tech,IT & ITES,Online Services (Utility - Social Networking),Chennai Angels,Sep-15,No,None,Non Exited,Chennai,South,http://bridgetechsolutions.com/,"The Chennai Angels (TCA) has made an investment in Brigge Technologies Pvt Ltd, engaged in developing an activity-based social network called Brigge that enables users to coordinate real world interactions.",
Capabiliti,IT & ITES,,"Alok Mittal,Kunal Bahl,Rohit Bansal,Ravi Gururaj,Rajan Anandan,Others",Sep-15,No,None,Non Exited,Noida,North,http://www.qustn.com/,"500 Startups, Smile Multimedia and angel investors like Snapdeal co-founders Kunal Bahl & Rohit Bansal, Freshdesk founder Girish Matrubootham, Rajan Anandan, Ravi Gururaj, Alok Mittal, Capillary Technologies founder Krishna K Mehra and Alok Bardiya of Cisco among others. are investing INR 2.6 crore in software as a service based training and recruitment platform Capabiliti. The platform is owned by Noida-based startup Qustn Technologies.  The funding will be used to expand into the international markets, expand the team from 25 to 50 and enhance the technology platform.",
Caper,IT & ITES,Online Services (Community - Home Chefs),"Kalpataru Ventures,Chennai Angels",Sep-15,No,None,Non Exited,New York,Overseas,www.caper.ly,Caper is a product of Kichin Inc a community for home chefs and local purveyors. It is operated by New York based Kichin Inc.,
DailyNinja,Shipping & Logistics,Logistics Services ( Local),"Aprameya Radhakrishna,Others",Sep-15,No,None,Non Exited,Bangalore,West,http://www.dailyninja.in/,"Bangalore based hyper-local startup, DailyNinja has secured funding from the co-founder of Taxi for Sure Aprameya Radhakrishna and FindYogis Naman Sarawagi, Delyvers Afsal Salu in addition to six other angel investors. The fresh funds will be used to expand the operations of the firms to other areas and set up warehouses in the city.",
(DishCo),IT & ITES,Mobile VAS,"Sanjeev Mehra,Ashish Hemrajani,Uday Punj,Anand Mahindra",Sep-15,No,None,Non Exited,Mumbai,West,dishco.com,"A mobile only food marketplace app, DishCo has raised angel funding from Mahindra Group chairman Anand Mahindra, Punj Lloyd Founder Uday Punj, bookmyshow.com Founder Ashish Hemrajani, and New York-based Sanjeev Mehra, Partner at Goldman, Sachs & Co.",
Envoged,IT & ITES,Online Services (Marketplace - Used Luxury Goods),"Alok Mittal,Others",Sep-15,No,None,Non Exited,Mumbai,West,http://www.envoged.com/,"Co Name = Armoire Lifestyle Private Limited. Envoged, a social platform for buying and selling pre-used luxury fashion goods, has raised seed round from a consortium of angel investors led by serial entrepreneurs Ankush Nijhawan, Manish Dhingra and Gaurav Bhatnagar (AMG investments). The funding also included participation from Himanshu Aggarwal, CEO, Aspiring Minds; Bollywood actor Jackky Bhagnani; Wholetime Director and Head, New Media, Indian Express, Anant Goenka and angel investor Alok Mittal.",
Fourth Partner Energy,Energy,Consulting (Renewable Energy),"Chennai Angels,Others",Sep-15,Yes,Obtained,Non Exited,Hyderabad,South,http://www.fourthpartner.co/,"Fourth Partner Energy, a Hyderabad-based company focussed on distributed solar power, has raised almost $2 million in Series A funding led by the cleantech focused Infuse Ventures with participation from existing investors, The Chennai Angels (TCA). The company also received a significant commitment under the Seed Capital Assistance Facility (SCAF) implemented through the United Nations Environment Program and the Asian Development Bank.",
GameXS,IT & ITES,Online Services (Marketplace - Pre-owned Video Games),Lead Angels,Sep-15,No,None,Non Exited,Gurgaon,North,http://www.gamexs.in/,"Co Name =  Krieda Solutions Pvt. Ltd. GameXS.in a pre-owned game store has raised angel investment from Lead Angels. The funds will be used to scale up operations, broaden product portfolio and build a larger team to make gaming more accessible & affordable.",
Indifi,IT & ITES,Enterprise Software (B2B - Credit Evaluation - SMEs),"Rajan Anandan,Others",Sep-15,No,None,Non Exited,Gurgaon,North,http://www.indifi.com/,"Indifi Technologies, co-founded by the former India head of venture capital firm Canaan Partners Alok Mittal, has raised funding from Accel India and social VC firm Elevar Equity. Other investors include Former President and CEO of Genpact Pramod Bhasin, Google India Managing Director Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer and Arun Tadanki.  Indifi has launched a technology platform which streamlines credit assessment processes through automated data collection, processing and analysis. It aims to solve credit access issues for small businesses, while providing a zero-operating cost model for lenders.",
Innerchef,IT & ITES,Online Services (E-Commerce - Consumer Shopping - Food Delivery),"Anand Chandrasekaran,Phanindra Sama,Vijay Shekhar Sharma,GSF Superangels,Vishal Gondal,Anupam Mittal,Others",Sep-15,No,Obtained,Non Exited,Gurgaon,North,http://www.innerchef.com/,"Innerchef, a Gurgaon-based ready-to-cook meals delivery start-up, has raised INR 11 crore (valuing it at $10 million) in its first round of funding from Japan-based Netprice, M&S Partners, T A Venture and other angel investors members of GSF SuperAngels including Vijay Shekhar Sharma of Paytm, Phanindra Sama of redBus, Anupam Mittal of Shaadi.com,  Murugavel Janakiraman of Bharat Matrimoney, Dinesh Agarwal of Indiamart, Neeraj Roy of Hungama and Vishal Gondal of GOQii. The company plans to use the cash to expand into Mumbai and Bangalore in the next two months. The target company is co-founded by Rajesh Sawhney who is the founder of accelerator and angel investment group, GSF. Co-founders include Bal DiGhent (of the DiGhent Cafe in Gurgaon) and Sanjeev Singhal (CTO).  InnerChef, which operates currently in South Delhi & Gurgaon region, delivers food in in one hour delivery slots.  With European, Mediterranean and modern Indian dishes on its menu, InnerChef specializes in exotic salads with low-cal dressings, Panini and salad combos, pastas, snacks and desserts. InnerChef offers meals in two formats: Ready-to-Eat and Ready-to-Cook.",
MoEngage,IT & ITES,Enterprise Software (SaaS - Programming Tools - Mobile App Engagement),"Raghunandan G,Kunal Bahl,Rohit Bansal,Others",Sep-15,No,Obtained,Non Exited,Bangalore,South,http://moengage.com/,"MoEngage, a user analytics and engagement platform for mobiles, has raised $4.25 million led by Helion Venture Partners with participation from Exfinity Ventures and angel investors Kunal Bahl, Rohit Bansal and Raghunandan. The company will use the funds for product innovation and for geographical expansion in the US and emerging markets. MoEngage helps retain and engage users by enabling mobile app companies to deliver individual-level personalised interactions via push notifications, in-app recommendations, email campaigns and other retargeting channels which help to reduce churn and improve customer lifetime value.",
OnlineTyari.com,Education,Test Preparation,"Mohandas Pai,Aloke Bajpai,Others",Sep-15,Yes,Obtained,Non Exited,Gurgaon,North,https://onlinetyari.com/,"OnlineTyari, a test preparation platform, has raised $5 million from Tandem Capital, 500 Startups, Vikram Chachra of Eight Capital, Aloke Bajpai of IxIgo and Mohandas Pai, among others. The funds would be used for expansion and further strengthening its technology. The app allows people to prepare for job-oriented tests, including civil services, banking services, UPSC and GATE.  OnlineTyari was started in 2014 by Vipin Agarwal and Bhola Ram Meena of IIT Kanpur. Its app claims to have seen over 2 million downloads, with an active user base of more than 2 lakh people. The app, currently available in Hindi and English, will be made available in other languages too.",
Plabro,IT & ITES,Mobile VAS (B2B App - Real Estate Brokers),"Binny Bansal,Sachin Bansal,Others",Sep-15,No,None,Non Exited,Gurgaon,North,http://www.plabro.com/,"Sachin Bansal and Binny Bansal, along with some others investors, have invested INR 2.3 crores in real estate start-up Plabro Networks. The Gurgaon-based start-up has recently launched a mobile application to connect property brokers and help them in closing the deals quickly.",
PropheSee,IT & ITES,Enterprise Software (Saas - Data Analytics),"Stanford Angels,Indian Angel Network",Sep-15,No,None,Non Exited,Delhi,North,http://prophesee.in/,"INR 3.3-Cr by Indian Angel Network. The PropheSee platform enables brands to evaluate and leverage the vast amount of data in their domain by developing actionable insights, predict outcomes and optimize for success. NovoJuris Advised Indian Angel Network on the deal.",
Sanket,Healthcare & Life Sciences,Medical Devices (Diagnostics),"Nikunj Jain,Others",Sep-15,Yes,None,Non Exited,Noida,North,http://agatsa.com/,Others =  Rohan Sehgal and Arvind Jha from Gurgaon Angels. Target name = Agatsa Software.,
SportsCult,Sports & Fitness,Sports Coaching,Navlok Ventures,Sep-15,No,None,Non Exited,Hyderabad,South,http://sportscult.in/,Navlok Ventures has invested in Hyderabad based SportsCult that offers sports coaching and operates and manages sports facilities. It currently operates 5 sport centres in Hyderabad and now expanding into Bangalore.,
Srjna,Education,Teaching Aids,"Rajasthan Angel Investor Network (RAIN),Others",Sep-15,No,None,Non Exited,Jaipur,North,http://www.srjna.com/,"Co Name = Elation Edtech Pvt Ltd. Edtech start-up Srjna has received an investment of $65,000 from RAIN (Rajasthan Angel Investors Network) and individual angel investors including Puneet Mittal (CEO, Pratham Software), Rajneesh Bhandari (President, TIE Rajasthan) and Mahavir Pratap Sharma (President, RAIN). The funds will be used to develop more models, content integration, business development and expansion to other cities of Rajasthan, Delhi-NCR and reach 50,000 students in next six months",
Wedmegood,IT & ITES,Online Services (Marketplace - Wedding Services),"Alok Mittal,Indian Angel Network",Sep-15,No,None,Non Exited,Gurgaon,North,https://www.wedmegood.com/,Anameha Infomedia Private Limited which runs wedding planner portal Wedmegood.com has raised INR 2.7 crore from Indian Angel Network (IAN) led by Hemant Kanakia and Alok Mittal. It will invest a large part of the funding into technology as well as expanding to other cities and increasing supply on vendors.,
YouthKiAwaaz,IT & ITES,Online Services (Content),Quintillion Media,Sep-15,No,None,Non Exited,Delhi,North,http://www.youthkiawaaz.com/,"YouthKiAwaaz, an online news and views platform, has raised angel funding of INR 4 crore from Quintillion Media, the cross-platform digital content venture founded by Raghav Bahl and Ritu Kapur. BMR Advisors and Novistra Capital acted as the principal advisors for the transaction.",
Belita,Healthcare & Life Sciences,Wellness (Salon Chain),Lead Angels,Aug-15,Yes,Obtained,Exited,Mumbai,Unknown,http://belitaindia.com/about_us.html,"Belita is an on-demand home beauty services brand. Founded in September 2011, by IIT alumnus Akshay Jain and ISB alumnus Garima Jain, the company claims to have 50 beauticians and adding 1,000 customers every month.",
Betaout,IT & ITES,Enterprise Software (SaaS - E-Commerce Marketing),"Amit Ranjan,Pallav Nadhani,Girish Mathrubootham,Phanindra Sama,Kunal Bahl,Rohit Bansal,Vijay Shekhar Sharma,Anupam Mittal,Others",Aug-15,Yes,Obtained,Non Exited,Noida,North,https://www.betaout.com/,"Founders of Snapdeal, Paytm, Redbus, Shaadi, Groupon, Freshdesk as well as some angel investors in the US have come together to invest $500,000 in Noida-based Betaout, an e-commerce marketing software platform launched in April 2015. Betaout provides users with tools to engage through email, on-site engagement, live-chat, SMS and other channels.",
BetterButter,IT & ITES,Online Services (Content - Food - Recipes),"Growx Ventures,Others",Aug-15,No,Obtained,Non Exited,Delhi,North,http://www.betterbutter.in/,"BetterButter, an online food discovery platform, has raised $250,000 (Rs 1.65 crore) in seed funding, led by Growx Ventures. Apart from Growx, Singapore-based investment firm M&S Partners and angel investors Manish Singhal and Rajesh Sawhney (Founder of GSF Accelerator). Singhal will take on Board observer role.",
Bluegape.com,IT & ITES,Online Services (E-commerce – Shopping – Fan Merchandizing),"ah! Ventures,Others",Aug-15,Yes,None,Non Exited,New Delhi,North,http://bluegape.com/,"Bluegape raised $600,000 from ah! Ventures, Rudy Gopalakrishnan of Fidelity and Times Internet. Barclays Capital India advised bluegape. The deal was closed on equity investment platform, CLUBah.com. Bluegape has received a total funding of $500,000 (excluding the recent round) till date.",
Cue Learn,Education,"Out of School Courses (Math, English)",Alok Mittal,Aug-15,No,None,Non Exited,Delhi,North,http://www.cuemath.com/,"Cue Learn, a learning solutions company that teaches kids maths after school, has raised funding from Angel Investor and former MD of Canaan Partners, Alok Mittal. Cue Learn offers programs like CueMath that uses a gamified blend of worksheets and tablet-based technology to help children after school with learning maths. The company helps stay-at-home women become micro franchisees who can teach the program from the comfort of their homes for extra income.",
EazyDiner,IT & ITES,Online Services (Utility - Restaurant Booking),"Deepak Shahdadpuri,Others",Aug-15,Yes,Obtained,Non Exited,Delhi,North,https://www.eazydiner.com/,"Online restaurant reservation platform EazyDiner has raised a fresh round of funding of INR 19.9 crore from Saama Capital and existing investor DSG Consumer Partners. The company offers real-time table bookings at restaurants at five-star hotels and stand-alone brands, handles reviews, as well as a loyalty program for diners.",
Fixy,IT & ITES,Online Services (Marketplace - Handyman Services),VentureNursery Angels,Aug-15,No,None,Non Exited,Bangalore,West,http://www.fixy.in/,"On-demand home service provider Fixy, has raised funding from the angel investor members of VentureNursery. The company was part of VentureNurserys Season 6 Acceleration Program conducted between March and June 2015. The company providers users with access to plumbers, electricians, carpenters.",
Flatpebble.com,IT & ITES,Online Services (Marketplace - Professional Services),Indian Angel Network,Aug-15,No,None,Non Exited,Hyderabad,South,http://flatpebble.com/,"Co Name = TechClove Technologies Private Limited Indian Angel Network (IAN) has invested in $600,000 in Hyderabad-based Flatpebble.com, an online marketplace that helps people hire high quality photographers, stylists and other service providers for an event or occasion. Sanjay Jesrani and Subram Kapoor have led this round on behalf of IAN and will join the board of the company. NovoJuris advised Indian Angel Network on the deal.",
FlyRobe,IT & ITES,Online Services (E-commerce - Consumer Shopping - Rental - Fashion - Woman),"Zishaan Hayath,Kunal Bahl,Rohit Bansal,Others",Aug-15,No,None,Non Exited,Mumbai,West,http://flyrobe.com/,"INR 10.80 Cr.   Others = Sequoia Capital India, Freecharge founder Kunal Shah, Angel Investor Abhishek Jain.   Co Name = Omapal Technologies Pvt Ltd, which runs Flyrobe.com, an online fashion rental service.",
Inkmonk,IT & ITES,Online Services (Marketplace - Printers),"Girish Mathrubootham,Phanindra Sama,Vikram Chachra",Aug-15,Yes,None,Non Exited,Chennai,South,http://inkmonk.com/#sthash.W6K5k4PN.dpuf,"Co Name = Imprimatur Printing Services Pvt. Ltd. Inkmonk, an marketplace for online printing and a provider of full stack merchandising solutions that are built for businesses has raised about $250K (INR 1.5 Cr.) from angels via the LetsVenture platform. The funding round was led by Girish Mathrubootham, Founder & CEO of Freshdesk. Others who participated in this round include Phanindra Sama, co-founder RedBus, Vikram Chachra, and a few other angel investors. The funds will be utilized for expansion focusing mainly on hiring, product expansion and sales and marketing.",
InstaSafe,IT & ITES,Networking Tech (Cloud Computing),"CIO Angel Network,Indian Angel Network",Aug-15,No,None,Non Exited,,South,http://www.instasafe.com/,"INR 3-Cr investment. CIO Angel Network (CAN) and Indian Angel Network (IAN) have invested in SaaS security solutions provider that enables mobile remote workers securely access enterprise apps, email and web. Vishal Khare and Alok Agarwal have led this round on behalf of IAN. With a focus to expand sales marketing efforts and product engineering, the funding will be deployed to further develop the product features and hiring talent. Law firm NovoJuris advised Indian Angel Network on the deal.",
Jobspire,IT & ITES,Online Services (Classifieds - Jobs),"Nikunj Jain,Others",Aug-15,No,None,Non Exited,Bangalore,South,http://jobspire.net/,"$262K. Others = Purvi Capital (lead investor), Willfly Ventures, Krishna Jha (Telnet Ventures), Sanjay Bakshi (Impulse Marketing), Kapil Nayyar (International Business Advisors) and Artieca Trust.",
JustLikeNew.in,Other Services,After Sales Services (Electronics),"Aneesh Reddy,Others",Aug-15,No,None,Non Exited,Hyderabad,South,http://www.justlikenew.in/,"INR 1 Crore. Others = Sanjiv Bhatia, Member, Harvard Angels and Vikas Tandon, MD, Indigo Consulting, Investment Banker Vikas Saluguti and other senior alumni from IIM Ahmedabad. JustLikeNew.in is an ecommerce platform which picks up damaged electronic devices, repairs them, and delivers them back to users. The firm will use the investment to ramp up the core team, and a build a team-strength of about 30 individuals.",
JustRide,Travel & Transport,Car Rental (Self Drive Cars),"Nikunj Jain,Zishaan Hayath,Alok Mittal,Anupam Mittal,Others",Aug-15,No,Obtained,Non Exited,Mumbai,West,http://www.justride.in,"Co Name = A.S Justride Tours And Travels Private Limited. JustRide, a Mumbai-based car-rental aggregator, has raised funding from angel investors including Alok Mittal of Angel India Network, Niraj Singh of Outbox Ventures, among others. Coinciding with the funding round, the startup also launched its services in Bangalore, Pune and Gurgaon.",
